key	en	es	state	batch	reviewer	rev_date	qupath_ver	issues	notes
Prefs.Drawing.brushScaleByMag	Scale brush by magnification	Escalar el pincel según la magnificación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.brushScaleByMag.description	Adapt brush size by magnification, so higher magnification gives a finer brush.	Adaptar el tamaño del pincel a la magnificación, de modo que a mayor magnificación el pincel sea más fino.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.useMultipoint	Use multipoint tool	Usar la herramienta multipunto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.useMultipoint.description	With the Counting tool, add points to an existing object if possible.\nThe alternative is to create a new point with every click.	Con la herramienta de recuento, añadir puntos a un objeto existente cuando sea posible.\nLa alternativa es crear un punto nuevo con cada clic.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.pointRadius	Point radius	Radio de los puntos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.pointRadius.description	Set the default point radius to display in the viewer.	Establecer el radio predeterminado de los puntos mostrados en el visor.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.wandType	Wand color type	Tipo de color de la varita	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.wandType.description	Specify colorspace when using the wand; if 'gray' then the wand uses 'darkness' without reference to the specific color	Especificar el espacio de color al usar la varita; si se elige 'gray', la varita usa la 'oscuridad' sin tener en cuenta el color concreto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.wandSigma	Wand smoothing	Suavizado de la varita	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.wandSigma.description	Set the smoothing used by the wand tool - higher values lead to larger, smoother regions (default = 4.0)	Establecer el suavizado que usa la herramienta de varita: los valores más altos generan regiones mayores y más suaves (predeterminado = 4.0)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.wandSensivity	Wand sensitivity	Sensibilidad de la varita	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.wandSensivity.description	Set the sensitivity of the wand tool - lower values make it pay less attention to local intensities, and act more like the brush tool (default = 2.0)	Establecer la sensibilidad de la herramienta de varita: los valores más bajos hacen que preste menos atención a las intensidades locales y se comporte más como el pincel (predeterminado = 2.0)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.wandUseOverlays	Wand use overlays	La varita usa las superposiciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.wandUseOverlays.description	Use image overlay information to influence the regions created with the wand tool	Usar la información de las superposiciones de imagen para influir en las regiones creadas con la herramienta de varita	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.InputOutput.minPyramidDimension	Minimum image dimension for pyramidalizing	Dimensión mínima de imagen para piramidalizar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.InputOutput.minPyramidDimension.description	Allow an image pyramid to be calculated for a single-resolution image if either the width or height is greater than this size.	Permitir calcular una pirámide de imagen para una imagen de resolución única si su ancho o su alto superan este tamaño.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.InputOutput.tmaExportDownsample	TMA export downsample factor	Factor de submuestreo para exportar TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.InputOutput.tmaExportDownsample.description	Amount to downsample TMA core images when exporting; higher downsample values give smaller image.\nChoosing 1 exports cores at full-resolution (which may be slow).	Cantidad de submuestreo aplicada a las imágenes de los cilindros TMA al exportarlas; un submuestreo mayor produce imágenes más pequeñas.\nElegir 1 exporta los cilindros a resolución completa (lo que puede resultar lento).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Locale.default	Main language	Idioma principal	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Locale.default.description	Global default locale setting; changing this can update both display and format locales.\nIt is *strongly* recommended to use English (United States) for consistent formatting, especially of \ndecimal numbers (using . as the decimal separator).\n\nYou can reset the locale by double-clicking on the dropdown menu.	Configuración regional predeterminada global; cambiarla puede actualizar tanto la configuración de presentación como la de formato.\nSe recomienda *encarecidamente* usar inglés (Estados Unidos) para mantener un formato coherente, especialmente en los \nnúmeros decimales (usando . como separador decimal).\n\nPuede restablecer la configuración regional haciendo doble clic en el menú desplegable.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Locale.display	User-interface	Interfaz de usuario	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Locale.display.description	Locale used for display messages.\nIt is recommended to use English (United States) for consistent formatting.\nOther languages *may* be available if extra language support has been added.	Configuración regional usada para los mensajes de la interfaz.\nSe recomienda usar inglés (Estados Unidos) para mantener un formato coherente.\nOtros idiomas *pueden* estar disponibles si se ha añadido compatibilidad lingüística adicional.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Locale.format	Dates & numbers	Fechas y números	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Locale.format.description	Locale used for formatting dates, numbers etc.\nIt is *strongly* recommended to use English (United States) for consistent formatting, especially of \ndecimal numbers (using . as the decimal separator).\n\nYou can reset the locale by double-clicking on the dropdown menu.	Configuración regional usada para dar formato a fechas, números, etc.\nSe recomienda *encarecidamente* usar inglés (Estados Unidos) para mantener un formato coherente, especialmente en los \nnúmeros decimales (usando . como separador decimal).\n\nPuede restablecer la configuración regional haciendo doble clic en el menú desplegable.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Measurements.thumbnails	Include thumbnails	Incluir miniaturas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Measurements.thumbnails.description	Show thumbnail images by default for each object in a measurements table.	Mostrar de forma predeterminada imágenes en miniatura para cada objeto en una tabla de mediciones.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Measurements.ids	Include object IDs	Incluir identificadores de objeto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Measurements.ids.description	Show object ID column by default in a measurements table.	Mostrar de forma predeterminada la columna con el identificador de objeto en una tabla de mediciones.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Undo.maxUndoLevels	Max undo levels	Número máximo de niveles de deshacer	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Undo.maxUndoLevels.description	Maximum number of 'undo' levels to support.	Número máximo de niveles de 'deshacer' admitidos.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Undo.maxUndoHierarchySize	Max undo hierarchy size	Tamaño máximo de jerarquía para deshacer	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Undo.maxUndoHierarchySize.description	Maximum number of objects in hierarchy before 'undo' switches off (for performance reasons).	Número máximo de objetos en la jerarquía antes de que 'deshacer' se desactive (por motivos de rendimiento).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Scripting.scriptsPath	Script directory	Directorio de scripts	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Scripting.scriptsPath.description	Path to a directory that contains scripts that should be available through the QuPath menus.	Ruta a un directorio que contiene los scripts que deben estar disponibles en los menús de QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Extensions.userPath	QuPath user directory	Directorio de usuario de QuPath	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Extensions.userPath.description	Path to the QuPath user directory, which can contain scripts, logs and extensions.\nPlease restart QuPath after setting this.	Ruta al directorio de usuario de QuPath, que puede contener scripts, registros y extensiones.\nReinicie QuPath después de definirla.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.clipboard	Maximum number of clipboard objects	Número máximo de objetos en el portapapeles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.clipboard.description	The maximum number of objects that can be copied to the system clipboard.\nAttempting to copy too many may fail, or cause QuPath to hang.\nIf you need more objects, it is better to export as GeoJSON and then import later.	Número máximo de objetos que pueden copiarse al portapapeles del sistema.\nIntentar copiar demasiados puede fallar o bloquear QuPath.\nSi necesita más objetos, es mejor exportarlos como GeoJSON e importarlos después.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.annotationLineThickness	Annotation line thickness	Grosor de línea de las anotaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.annotationLineThickness.description	Thickness (in display pixels) for annotation/TMA core object outlines (default = 2)	Grosor (en píxeles de pantalla) del contorno de los objetos de anotación y de los cilindros TMA (predeterminado = 2)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.detectionLineThickness	Detection line thickness	Grosor de línea de las detecciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.detectionLineThickness.description	Thickness (in image pixels) for detection object outlines (default = 2)	Grosor (en píxeles de imagen) del contorno de los objetos de detección (predeterminado = 2)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.newDetectionRendering	Update detection line thickness with zoom	Ajustar el grosor de línea de las detecciones con el zoom	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.newDetectionRendering.description	Render detection objects with a stroke thickness that scales with the zoom level at high magnification (new in v0.6.0)	Dibujar los objetos de detección con un grosor de trazo que se escala con el nivel de zoom a alta magnificación (novedad en la v0.6.0)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.useSelectedColor	Use selected color	Usar color de selección	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.useSelectedColor.description	Highlight selected objects by recoloring them; otherwise, a slightly thicker line thickness will be used	Resaltar los objetos seleccionados recoloreándolos; en caso contrario, se usará un grosor de línea ligeramente mayor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.selectedColor	Selected object color	Color del objeto seleccionado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.selectedColor.description	Set the color used to highly the selected object, if 'Use selected color' is turned on	Establecer el color usado para resaltar el objeto seleccionado, si 'Usar color de selección' está activado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.defaultColor	Default object color	Color de objeto predeterminado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.defaultColor.description	Set the default color for any objects that don't have a color of classification set	Establecer el color predeterminado para los objetos que no tienen un color de clasificación definido	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.tmaCoreColor	TMA core color	Color de los cilindros TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.tmaCoreColor.description	Set the default color for TMA core objects	Establecer el color predeterminado de los objetos de cilindro TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.tmaCoreMissingOpacity	TMA missing opacity	Opacidad de los cilindros TMA ausentes	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects.tmaCoreMissingOpacity.description	Set the opacity to use when drawing missing TMA core objects	Establecer la opacidad usada al dibujar los objetos de cilindro TMA ausentes	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.placeholderText	Show viewer placeholder text	Mostrar texto de marcador de posición en el visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.placeholderText.description	Show placeholder text in the viewer whenever it is empty	Mostrar texto de marcador de posición en el visor siempre que esté vacío	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.backgroundColor	Viewer background color	Color de fondo del visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.backgroundColor.description	Set the color to show behind any image in the viewer (i.e. beyond the image bounds).	Establecer el color que se muestra detrás de cualquier imagen en el visor (es decir, más allá de los límites de la imagen).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.alwaysPaintSelected	Always paint selected objects	Dibujar siempre los objetos seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.alwaysPaintSelected.description	Always paint selected objects, even if the overlay opacity is set to 0	Dibujar siempre los objetos seleccionados, aunque la opacidad de la superposición sea 0	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.keepDisplaySettings	Keep channel settings	Mantener la configuración de canales	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.keepDisplaySettings.description	Keep channel display settings (channel colors, brightness/contrast) when opening similar images	Mantener la configuración de visualización de canales (colores de canal, brillo/contraste) al abrir imágenes similares	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.interpolateBilinear	Use bilinear interpolation	Usar interpolación bilineal	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.interpolateBilinear.description	Use bilinear interpolation for displaying image in the viewer (default is nearest-neighbor).	Usar interpolación bilineal para mostrar la imagen en el visor (el valor predeterminado es vecino más próximo).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.autoSaturationPercent	Auto Brightness/Contrast saturation %	Saturación % del brillo/contraste automático	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.autoSaturationPercent.description	Set % bright and % dark pixels that should be saturated when applying 'Auto' brightness/contrast settings.	Establecer el % de píxeles claros y el % de píxeles oscuros que deben saturarse al aplicar la configuración 'automática' de brillo/contraste.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.invertZSlider	Invert z-position slider	Invertir el control de posición z	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.invertZSlider.description	Invert the vertical slider used to scroll between z-slices (useful for anyone for whom the default orientation seems counterintuitive).	Invertir el control deslizante vertical usado para desplazarse entre cortes z (útil para quienes la orientación predeterminada les resulte poco intuitiva).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.scrollSpeed	Scroll speed %	Velocidad de desplazamiento %	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.scrollSpeed.description	Adjust the scrolling speed - 100% is 'normal', while lower values lead to slower scrolling	Ajustar la velocidad de desplazamiento: 100% es la velocidad 'normal', mientras que los valores más bajos producen un desplazamiento más lento	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.navigationSpeed	Navigation speed %	Velocidad de navegación %	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.navigationSpeed.description	Adjust the navigation speed - 100% is 'normal', while lower values lead to slower navigation	Ajustar la velocidad de navegación: 100% es la velocidad 'normal', mientras que los valores más bajos producen una navegación más lenta	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.navigationAcceleration	Use navigation acceleration	Usar aceleración de navegación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.navigationAcceleration.description	Apply acceleration/deceleration effects when holding and releasing a navigation key.	Aplicar efectos de aceleración y desaceleración al mantener pulsada y soltar una tecla de navegación.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.skipMissingCores	Skip missing TMA cores	Omitir los cilindros TMA ausentes	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.skipMissingCores.description	Jumps over missing TMA cores when navigating TMA grids using the arrow keys.	Salta los cilindros TMA ausentes al navegar por las cuadrículas TMA con las teclas de flecha.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.iseScrollGestures	Use scroll touch gestures	Usar gestos táctiles de desplazamiento	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.iseScrollGestures.description	Use scroll gestures with touchscreens or touchpads to navigate the slide.	Usar gestos de desplazamiento con pantallas táctiles o paneles táctiles para navegar por la preparación.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.invertScrolling	Invert scrolling	Invertir el desplazamiento	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.invertScrolling.description	Invert the effect of scrolling - may counteract system settings that don't play nicely with QuPath.	Invertir el efecto del desplazamiento: puede contrarrestar configuraciones del sistema que no funcionan bien con QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.useZoomGestures	Use zoom touch gestures	Usar gestos táctiles de zoom	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.useZoomGestures.description	Use 'pinch-to-zoom' gestures with touchscreens or touchpads.	Usar gestos de 'pellizcar para ampliar' con pantallas táctiles o paneles táctiles.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.useRotateGestures	Use rotate touch gestures	Usar gestos táctiles de rotación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.useRotateGestures.description	Use rotation gestures with touchscreens or touchpads to navigate the slide.	Usar gestos de rotación con pantallas táctiles o paneles táctiles para navegar por la preparación.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.enableFreehand	Enable freehand mode for polygon and polyline tools	Activar el modo a mano alzada para las herramientas de polígono y polilínea	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.enableFreehand.description	When starting to draw a polygon/polyline by clicking & dragging, optionally end ROI by releasing mouse button (rather than double-clicking).	Al empezar a dibujar un polígono o una polilínea haciendo clic y arrastrando, permitir opcionalmente terminar la ROI al soltar el botón del ratón (en lugar de hacer doble clic).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.doubleClickToZoom	Use double-click to zoom	Usar doble clic para hacer zoom	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.doubleClickToZoom.description	Zoom in when double-clicking on image (if not inside an object) with move tool; zoom out if Alt or Ctrl/Cmd is held down.	Acercar al hacer doble clic sobre la imagen (si no es dentro de un objeto) con la herramienta de mover; alejar si se mantiene pulsada la tecla Alt o Ctrl/Cmd.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.scalebarFontSize	Scalebar font size	Tamaño de fuente de la barra de escala	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.scalebarFontSize.description	Adjust font size for the scalebar	Ajustar el tamaño de fuente de la barra de escala	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.scalebarFontWeight	Scalebar font weight	Grosor de fuente de la barra de escala	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.scalebarFontWeight.description	Adjust font weight for the scalebar	Ajustar el grosor de fuente de la barra de escala	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.scalebarLineWidth	Scalebar thickness	Grosor de la barra de escala	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.scalebarLineWidth.description	Adjust line thickness for the scalebar	Ajustar el grosor de línea de la barra de escala	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.locationFontSize	Location text font size	Tamaño de fuente del texto de posición	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.locationFontSize.description	Adjust font size for location text	Ajustar el tamaño de fuente del texto de posición	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.calibratedLocationString	Use calibrated location text	Usar texto de posición calibrado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.calibratedLocationString.description	Show pixel locations on the viewer in µm where possible	Mostrar las posiciones de píxel en el visor en µm cuando sea posible	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.gridSpacingX	Grid spacing X	Espaciado de cuadrícula X	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.gridSpacingX.description	Horizontal grid spacing when displaying a grid on the viewer	Espaciado horizontal de la cuadrícula al mostrarla en el visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.gridSpacingY	Grid spacing Y	Espaciado de cuadrícula Y	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.gridSpacingY.description	Vertical grid spacing when displaying a grid on the viewer	Espaciado vertical de la cuadrícula al mostrarla en el visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.gridScaleMicrons	Grid spacing in µm	Espaciado de cuadrícula en µm	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer.gridScaleMicrons.description	Use µm units where possible when defining grid spacing	Usar unidades en µm cuando sea posible al definir el espaciado de la cuadrícula	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.localeChanged	Region & language updated - you may need to restart QuPath to see all the changes	Se ha actualizado la región e idioma; puede que necesite reiniciar QuPath para ver todos los cambios	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.localeReset	Reset locale	Restablecer configuración regional	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.localeResetMessage	"""Reset locale to 'English (United States)'?"""	"""¿Restablecer la configuración regional a 'inglés (Estados Unidos)'?"""	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.maxMemoryChanged	Max memory setting has been changed - you'll need to restart QuPath for this to take effect	Se ha cambiado la configuración de memoria máxima; deberá reiniciar QuPath para que surta efecto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.maxMemoryFailed	Unable to set max memory - sorry!\nCheck the FAQs or ReadTheDocs for details of how to set the memory limit by editing QuPath's config file.	No se ha podido establecer la memoria máxima, lo sentimos.\nConsulte las preguntas frecuentes o ReadTheDocs para saber cómo definir el límite de memoria editando el archivo de configuración de QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.enable	Enable Bio-Formats	Activar Bio-Formats	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.enable.description	Allow QuPath to use Bio-Formats for image reading.	Permitir que QuPath use Bio-Formats para leer imágenes.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.localOnly	Local files only	Solo archivos locales	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.localOnly.description	Limit Bio-Formats to only opening local files, not other URLs.\nAllowing Bio-Formats to open URLs can cause performance issues if this results in attempting to open URLs intended to be read using other image servers.	Limitar Bio-Formats a abrir únicamente archivos locales, no otras URL.\nPermitir que Bio-Formats abra URL puede causar problemas de rendimiento si se intenta abrir URL destinadas a leerse con otros servidores de imagen.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.useParallelization	Enable Bio-Formats tile parallelization	Activar la paralelización de teselas de Bio-Formats	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.useParallelization.description	Enable reading image tiles in parallel when using Bio-Formats.	Activar la lectura en paralelo de las teselas de imagen al usar Bio-Formats.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.memoizationTimeMillis	Bio-Formats memoization time (ms)	Tiempo de memoización de Bio-Formats (ms)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.memoizationTimeMillis.description	Specify how long a file requires to open before Bio-Formats will create a .bfmemo file to improve performance (set < 0 to never use memoization)	Especificar cuánto tiempo debe tardar un archivo en abrirse para que Bio-Formats cree un archivo .bfmemo que mejore el rendimiento (defina < 0 para no usar nunca la memoización)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.pathMemoization	Bio-Formats memoization directory	Directorio de memoización de Bio-Formats	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.pathMemoization.description	Choose directory where Bio-Formats should write cache files for memoization; by default the directory where the image is stored will be used.	Elegir el directorio en el que Bio-Formats debe escribir los archivos de caché para la memoización; de forma predeterminada se usará el directorio donde está almacenada la imagen.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.alwaysUseExtensions	Always use Bio-Formats for specified image extensions	Usar siempre Bio-Formats para las extensiones de imagen indicadas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.alwaysUseExtensions.description	Request that Bio-Formats is always the file reader used for images with specific extensions; enter as a list with spaces between each entry	Solicitar que Bio-Formats sea siempre el lector de archivos usado para las imágenes con extensiones concretas; introdúzcalas como una lista separada por espacios	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats.skipExtensions	Never use Bio-Formats for specified image extensions	No usar nunca Bio-Formats para las extensiones de imagen indicadas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
